genome_ID	OTU	NCBI_ID	novelty_category
RNODE_104_length_5057_cov_12.80755	1214906	1214906	virus
RNODE_520_length_3075_cov_27.97119	45202	45202	plasmid
RNODE_538_length_1336_cov_10.45341	32644	32644	unknown
RNODE_72_length_2497_cov_7.54950	32644	32644	unknown
RNODE_380_length_3873_cov_34.07037	45202	45202	plasmid
RNODE_330_length_1588_cov_2.46424	32644	32644	unknown
RNODE_268_length_9216_cov_4.69600	1214906	1214906	virus
RNODE_163_length_2924_cov_26.52619	45202	45202	plasmid
RNODE_298_length_4113_cov_5.23857	32644	32644	unknown
RNODE_304_length_2403_cov_7.18396	45202	45202	plasmid
RNODE_213_length_2939_cov_7.79705	32644	32644	unknown
RNODE_550_length_2556_cov_54.05540	45202	45202	plasmid
RNODE_151_length_1644_cov_3.51048	45202	45202	plasmid
RNODE_7_length_4555_cov_11.97220	45202	45202	plasmid
RNODE_500_length_1680_cov_27.45896	45202	45202	plasmid
RNODE_300_length_4019_cov_4.97498	45202	45202	plasmid
RNODE_208_length_1614_cov_5.26633	45202	45202	plasmid
RNODE_378_length_1492_cov_8.56599	45202	45202	plasmid
RNODE_495_length_2750_cov_9.86766	32644	32644	unknown
RNODE_327_length_1948_cov_35.31308	32644	32644	unknown
RNODE_271_length_3998_cov_11.67404	45202	45202	plasmid
RNODE_222_length_1915_cov_3.09562	32644	32644	unknown
RNODE_255_length_1540_cov_6.64690	32644	32644	unknown
RNODE_414_length_1523_cov_18.59893	32644	32644	unknown
RNODE_331_length_2739_cov_8.16194	45202	45202	plasmid
RNODE_201_length_2438_cov_4.66846	32644	32644	unknown
RNODE_389_length_1545_cov_18.59160	45202	45202	plasmid
RNODE_399_length_2276_cov_6.18101	32644	32644	unknown
RNODE_176_length_1549_cov_36.55206	32644	32644	unknown
RNODE_547_length_3725_cov_47.04079	45202	45202	plasmid
RNODE_239_length_2392_cov_75.72363	32644	32644	unknown
RNODE_492_length_1548_cov_6.84136	45202	45202	plasmid
RNODE_357_length_1732_cov_5.71053	45202	45202	plasmid
RNODE_129_length_1566_cov_26.20790	45202	45202	plasmid
RNODE_453_length_1486_cov_93.02213	32644	32644	unknown
RNODE_184_length_2456_cov_5.89523	32644	32644	unknown
RNODE_288_length_3164_cov_59.95449	45202	45202	plasmid
RNODE_152_length_11535_cov_8.34205	45202	45202	plasmid
RNODE_402_length_1846_cov_2.27906	32644	32644	unknown
RNODE_460_length_2629_cov_18.40010	45202	45202	plasmid
RNODE_598_length_2095_cov_11.12130	45202	45202	plasmid
RNODE_282_length_2526_cov_38.05351	32644	32644	unknown
RNODE_280_length_5088_cov_4.43328	32644	32644	unknown
RNODE_358_length_1590_cov_1.68367	32644	32644	unknown
RNODE_365_length_1432_cov_3.86525	32644	32644	unknown
RNODE_591_length_3620_cov_70.16410	32644	32644	unknown
RNODE_261_length_5536_cov_4.10881	1214906	1214906	virus
RNODE_101_length_1372_cov_7.49556	32644	32644	unknown
RNODE_302_length_1793_cov_4.21739	32644	32644	unknown
RNODE_426_length_2252_cov_11.50083	45202	45202	plasmid
RNODE_165_length_1669_cov_2.37887	45202	45202	plasmid
RNODE_384_length_4213_cov_12.53305	32644	32644	unknown
RNODE_555_length_2155_cov_6.40249	32644	32644	unknown
RNODE_12_length_1515_cov_4.22907	45202	45202	plasmid
RNODE_553_length_2015_cov_11.90704	45202	45202	plasmid
RNODE_195_length_1761_cov_3.04140	32644	32644	unknown
RNODE_326_length_1765_cov_55.82043	45202	45202	plasmid
RNODE_287_length_2601_cov_28.03218	32644	32644	unknown
RNODE_3_length_2132_cov_9.73460	32644	32644	unknown
RNODE_256_length_3265_cov_29.43355	45202	45202	plasmid
RNODE_27_length_9272_cov_4.89762	45202	45202	plasmid
RNODE_274_length_1504_cov_11.90756	32644	32644	unknown
RNODE_571_length_1509_cov_5.57472	45202	45202	plasmid
RNODE_573_length_3100_cov_6.78384	45202	45202	plasmid
RNODE_594_length_1666_cov_5.29552	32644	32644	unknown
RNODE_8_length_2730_cov_5.02585	45202	45202	plasmid
RNODE_270_length_5234_cov_7.75671	45202	45202	plasmid
RNODE_502_length_2205_cov_11.49694	45202	45202	plasmid
RNODE_70_length_1980_cov_24.25332	32644	32644	unknown
RNODE_128_length_2643_cov_8.66196	45202	45202	plasmid
RNODE_494_length_2579_cov_7.85352	45202	45202	plasmid
RNODE_469_length_3055_cov_6.28858	45202	45202	plasmid
RNODE_197_length_5069_cov_3.76758	32644	32644	unknown
RNODE_87_length_5673_cov_23.00212	45202	45202	plasmid
RNODE_84_length_1477_cov_11.65155	32644	32644	unknown
RNODE_199_length_3758_cov_10.79550	45202	45202	plasmid
RNODE_376_length_2653_cov_7.05093	32644	32644	unknown
RNODE_9_length_1992_cov_4.69492	32644	32644	unknown
RNODE_59_length_7149_cov_6.99495	45202	45202	plasmid
RNODE_543_length_8600_cov_5.33630	45202	45202	plasmid
RNODE_568_length_4215_cov_4.24868	45202	45202	plasmid
RNODE_19_length_30312_cov_10.20690	45202	45202	plasmid
RNODE_118_length_1774_cov_2.07534	45202	45202	plasmid
RNODE_345_length_2889_cov_34.12033	45202	45202	plasmid
RNODE_212_length_4097_cov_3.86528	32644	32644	unknown
RNODE_252_length_2412_cov_8.03222	45202	45202	plasmid
RNODE_449_length_3981_cov_10.04107	45202	45202	plasmid
RNODE_233_length_1740_cov_3.83120	32644	32644	unknown
RNODE_382_length_1274_cov_6.08626	32644	32644	unknown
RNODE_169_length_2014_cov_4.86797	32644	32644	unknown
RNODE_230_length_2858_cov_5.31312	45202	45202	plasmid
RNODE_574_length_2604_cov_12.49740	45202	45202	plasmid
RNODE_203_length_1708_cov_4.32029	32644	32644	unknown
RNODE_332_length_1624_cov_3.94382	45202	45202	plasmid
RNODE_43_length_1562_cov_5.51818	32644	32644	unknown
RNODE_503_length_17293_cov_6.40561	32644	32644	unknown
RNODE_566_length_1455_cov_10.94416	32644	32644	unknown
RNODE_461_length_26656_cov_11.43708	32644	32644	unknown
RNODE_183_length_2196_cov_14.40984	32644	32644	unknown
RNODE_30_length_2201_cov_7.76228	45202	45202	plasmid
RNODE_97_length_2902_cov_3.95799	45202	45202	plasmid
RNODE_206_length_1596_cov_53.17090	32644	32644	unknown
RNODE_157_length_9240_cov_11.70069	45202	45202	plasmid
RNODE_121_length_10870_cov_30.65219	45202	45202	plasmid
RNODE_272_length_2015_cov_5.10035	32644	32644	unknown
RNODE_511_length_2859_cov_7.60477	45202	45202	plasmid
RNODE_546_length_1712_cov_11.02048	45202	45202	plasmid
RNODE_510_length_1545_cov_4.91248	32644	32644	unknown
RNODE_80_length_5133_cov_7.08687	45202	45202	plasmid
RNODE_556_length_34387_cov_8.27811	45202	45202	plasmid
RNODE_335_length_1478_cov_2.76786	32644	32644	unknown
RNODE_202_length_2300_cov_3.80773	32644	32644	unknown
RNODE_192_length_7636_cov_18.62687	45202	45202	plasmid
RNODE_395_length_1428_cov_3.92319	32644	32644	unknown
RNODE_131_length_3521_cov_17.22578	45202	45202	plasmid
RNODE_172_length_2223_cov_6.95729	32644	32644	unknown
RNODE_398_length_3296_cov_5.67929	45202	45202	plasmid
RNODE_20_length_3323_cov_4.22024	45202	45202	plasmid
RNODE_569_length_1759_cov_4.34949	32644	32644	unknown
RNODE_421_length_4705_cov_4.03310	1214906	1214906	virus
RNODE_533_length_2589_cov_10.83519	45202	45202	plasmid
RNODE_581_length_1595_cov_4.44509	45202	45202	plasmid
RNODE_231_length_5311_cov_4.30176	45202	45202	plasmid
RNODE_401_length_5038_cov_52.89115	45202	45202	plasmid
RNODE_177_length_3051_cov_8.18455	45202	45202	plasmid
RNODE_209_length_3433_cov_79.37027	32644	32644	unknown
RNODE_445_length_2035_cov_5.02735	32644	32644	unknown
RNODE_115_length_1563_cov_5.85918	32644	32644	unknown
RNODE_82_length_2481_cov_3.36397	45202	45202	plasmid
RNODE_102_length_8268_cov_3.53650	45202	45202	plasmid
RNODE_422_length_2556_cov_6.56672	32644	32644	unknown
RNODE_132_length_8354_cov_2.98896	45202	45202	plasmid
RNODE_405_length_1632_cov_8.96149	45202	45202	plasmid
RNODE_44_length_6101_cov_2.97384	45202	45202	plasmid
RNODE_567_length_2043_cov_21.53474	32644	32644	unknown
RNODE_340_length_1678_cov_17.80556	32644	32644	unknown
RNODE_136_length_1758_cov_14.12385	45202	45202	plasmid
RNODE_42_length_6009_cov_12.62369	45202	45202	plasmid
RNODE_409_length_1368_cov_5.05646	32644	32644	unknown
RNODE_525_length_3666_cov_9.03954	32644	32644	unknown
RNODE_175_length_2761_cov_19.02118	32644	32644	unknown
RNODE_191_length_4523_cov_9.06065	1214906	1214906	virus
RNODE_46_length_1611_cov_3.70422	32644	32644	unknown
RNODE_245_length_4357_cov_37.67935	45202	45202	plasmid
RNODE_478_length_1307_cov_169.80266	32644	32644	unknown
RNODE_438_length_14517_cov_4.70775	45202	45202	plasmid
RNODE_370_length_1832_cov_7.75801	32644	32644	unknown
RNODE_190_length_2372_cov_3.90340	45202	45202	plasmid
RNODE_155_length_2531_cov_7.75129	45202	45202	plasmid
RNODE_273_length_1300_cov_2.30673	32644	32644	unknown
RNODE_168_length_1728_cov_6.59379	32644	32644	unknown
RNODE_186_length_2504_cov_28.93916	45202	45202	plasmid
RNODE_388_length_2936_cov_27.70796	45202	45202	plasmid
RNODE_21_length_1619_cov_4.64433	45202	45202	plasmid
RNODE_232_length_21840_cov_9.43432	45202	45202	plasmid
RNODE_447_length_1716_cov_15.11213	45202	45202	plasmid
RNODE_441_length_2686_cov_18.21714	32644	32644	unknown
RNODE_356_length_2244_cov_4.44644	32644	32644	unknown
RNODE_561_length_1583_cov_3.83769	32644	32644	unknown
RNODE_262_length_4000_cov_14.35495	45202	45202	plasmid
RNODE_113_length_2920_cov_5.66563	45202	45202	plasmid
RNODE_16_length_2729_cov_73.58182	32644	32644	unknown
RNODE_321_length_5296_cov_10.18297	32644	32644	unknown
RNODE_81_length_1318_cov_3.55864	32644	32644	unknown
RNODE_413_length_3069_cov_3.80768	45202	45202	plasmid
RNODE_465_length_2281_cov_5.29996	32644	32644	unknown
RNODE_349_length_1558_cov_4.95117	32644	32644	unknown
RNODE_410_length_2558_cov_5.74172	32644	32644	unknown
RNODE_588_length_1894_cov_3.77861	32644	32644	unknown
RNODE_545_length_2037_cov_103.39869	32644	32644	unknown
RNODE_250_length_5534_cov_8.34289	32644	32644	unknown
RNODE_475_length_9205_cov_9.11194	45202	45202	plasmid
RNODE_123_length_2054_cov_30.18504	32644	32644	unknown
RNODE_269_length_3926_cov_5.29021	45202	45202	plasmid
RNODE_505_length_8295_cov_9.15006	45202	45202	plasmid
RNODE_334_length_1555_cov_5.92107	45202	45202	plasmid
RNODE_267_length_1450_cov_3.70798	32644	32644	unknown
RNODE_141_length_2345_cov_22.92639	45202	45202	plasmid
RNODE_303_length_2852_cov_2.02615	45202	45202	plasmid
RNODE_452_length_1435_cov_89.39445	32644	32644	unknown
RNODE_39_length_2309_cov_8.39790	32644	32644	unknown
RNODE_592_length_3754_cov_6.59927	45202	45202	plasmid
RNODE_29_length_2138_cov_51.39745	32644	32644	unknown
RNODE_26_length_2149_cov_3.97038	45202	45202	plasmid
RNODE_11_length_2136_cov_9.27578	32644	32644	unknown
RNODE_313_length_7631_cov_9.92207	45202	45202	plasmid
RNODE_194_length_1274_cov_1.74441	32644	32644	unknown
RNODE_135_length_2376_cov_3.88445	32644	32644	unknown
RNODE_244_length_5333_cov_28.75937	45202	45202	plasmid
RNODE_117_length_1506_cov_6.97170	32644	32644	unknown
RNODE_1_length_6898_cov_7.60442	45202	45202	plasmid
RNODE_535_length_1698_cov_14.80778	45202	45202	plasmid
RNODE_278_length_7999_cov_5.67456	45202	45202	plasmid
RNODE_215_length_3095_cov_6.61373	45202	45202	plasmid
RNODE_589_length_1668_cov_40.93320	32644	32644	unknown
RNODE_554_length_6559_cov_5.96604	32644	32644	unknown
RNODE_58_length_3492_cov_8.06052	45202	45202	plasmid
RNODE_64_length_2498_cov_2.19628	45202	45202	plasmid
RNODE_489_length_2151_cov_58.40979	45202	45202	plasmid
RNODE_170_length_2572_cov_18.40510	45202	45202	plasmid
RNODE_371_length_3091_cov_4.47833	45202	45202	plasmid
RNODE_536_length_2671_cov_5.65343	45202	45202	plasmid
RNODE_582_length_6266_cov_6.90437	32644	32644	unknown
RNODE_305_length_1545_cov_4.08273	32644	32644	unknown
RNODE_285_length_1358_cov_4.40719	32644	32644	unknown
RNODE_542_length_2159_cov_35.95760	32644	32644	unknown
RNODE_66_length_2707_cov_5.26741	32644	32644	unknown
RNODE_249_length_1595_cov_4.08837	32644	32644	unknown
RNODE_179_length_3165_cov_11.18263	45202	45202	plasmid
RNODE_148_length_1828_cov_3.97398	32644	32644	unknown
RNODE_454_length_3059_cov_7.56632	32644	32644	unknown
RNODE_329_length_4403_cov_3.14905	32644	32644	unknown
RNODE_471_length_2314_cov_27.32580	45202	45202	plasmid
RNODE_467_length_4285_cov_163.04211	45202	45202	plasmid
RNODE_120_length_2282_cov_6.07257	32644	32644	unknown
RNODE_153_length_2931_cov_9.80406	32644	32644	unknown
RNODE_105_length_62790_cov_25.15822	1214906	1214906	virus
RNODE_541_length_5933_cov_6.74656	45202	45202	plasmid
RNODE_35_length_2870_cov_3.96032	32644	32644	unknown
RNODE_516_length_4468_cov_33.78336	45202	45202	plasmid
RNODE_240_length_12811_cov_7.14481	45202	45202	plasmid
RNODE_246_length_2482_cov_3.42358	32644	32644	unknown
RNODE_22_length_7302_cov_3.23613	32644	32644	unknown
RNODE_241_length_10461_cov_3.82000	1214906	1214906	virus
RNODE_13_length_1938_cov_15.43946	32644	32644	unknown
RNODE_92_length_2810_cov_4.09613	45202	45202	plasmid
RNODE_53_length_5801_cov_10.05503	32644	32644	unknown
RNODE_49_length_2149_cov_5.34556	32644	32644	unknown
RNODE_61_length_7669_cov_5.82281	32644	32644	unknown
RNODE_276_length_1745_cov_5.73070	32644	32644	unknown
RNODE_596_length_1535_cov_4.05353	32644	32644	unknown
RNODE_483_length_2623_cov_9.08778	32644	32644	unknown
RNODE_526_length_2764_cov_10.07362	32644	32644	unknown
RNODE_293_length_11038_cov_5.01480	45202	45202	plasmid
RNODE_57_length_1642_cov_4.22716	32644	32644	unknown
RNODE_214_length_1765_cov_3.24842	32644	32644	unknown
RNODE_189_length_1548_cov_4.91153	45202	45202	plasmid
RNODE_466_length_2414_cov_22.47806	45202	45202	plasmid
RNODE_473_length_2154_cov_104.90849	32644	32644	unknown
RNODE_41_length_1982_cov_209.61480	45202	45202	plasmid
RNODE_425_length_1554_cov_17.16795	32644	32644	unknown
RNODE_463_length_2242_cov_48.39465	45202	45202	plasmid
RNODE_37_length_1566_cov_13.53497	45202	45202	plasmid
RNODE_111_length_2230_cov_3.84239	32644	32644	unknown
RNODE_106_length_1583_cov_3.49519	32644	32644	unknown
RNODE_79_length_2421_cov_3.19008	45202	45202	plasmid
RNODE_187_length_2669_cov_7.35323	45202	45202	plasmid
RNODE_15_length_2057_cov_7.49140	45202	45202	plasmid
RNODE_354_length_3591_cov_3.85010	45202	45202	plasmid
RNODE_310_length_7241_cov_7.51586	45202	45202	plasmid
RNODE_51_length_2136_cov_5.31315	45202	45202	plasmid
LjRoot170	34073	34073	manual_strain
LjRoot62	34073	34073	manual_strain
LjRoot139	34073	34073	manual_strain
3823_R	34073	34073	manual_strain
3823_AP	34073	34073	manual_strain
LjRoot150	34073	34073	manual_strain
LjRoot84	1882774	1882774	manual_strain
LjRoot130	1882774	1882774	manual_strain
LjRoot175	1882774	1882774	manual_strain
LjRoot103	12916	12916	manual_strain
LjRoot176	12916	12916	manual_strain
LjRoot66	12916	12916	manual_strain
LjRoot109	358220	358220	manual_strain
LjRoot187	358220	358220	manual_strain
LjRoot181	358220	358220	manual_strain
LjRoot120	358220	358220	manual_strain
3934_E	40323	40323	manual_strain
3934_Q	40323	40323	manual_strain
3934_F	40323	40323	manual_strain
3934_BI	237	237	manual_strain
3823_L	32008	32008	manual_strain
LjRoot28	212743	212743	manual_strain
