@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
79885	species	2|1239|91061|1385|186817|1386|79885	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus pseudofirmus	0.0000		
1268068	species	2|1224|1236|72274|135621|286|1268068	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. G5(2012)	0.0000		
61235	species	2759|4890|147550|5125|110618|5506|61235	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium equiseti	0.0002		
152316	species	2759|4890|147550|37989|1910953|152317|152316	Eukaryota|Ascomycota|Sordariomycetes|Xylariales|Bartaliniaceae|Truncatella|Truncatella angustata	0.0091		
1380394	species	2|1224|28211|204441|||1380394	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|||Rhodospirillales bacterium URHD0088	0.0000		
316	species	2|1224|1236|72274|135621|286|316	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas stutzeri	0.0000		
231455	species	2|1224|1236|135614|1775411|231454|231455	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dyella|Dyella japonica	0.0000		
36854	species	2|1239|186801|186802|186807|36853|36854	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfitobacterium|Desulfitobacterium dehalogenans	0.0000		
998084	species	2|201174|1760|85011|2062|1883|998084	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces himastatinicus	0.0076		
35621	species	2|201174|1760|85011|2062|1883|35621	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces mobaraensis	0.0000		
94132	species	2|1224|28216|80840|80864|174951|94132	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter|Ramlibacter tataouinensis	0.0076		
191863	species	2|74201|134549|1836787|1836792|295577|191863	Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|Chthoniobacteraceae|Chthoniobacter|Chthoniobacter flavus	0.0000		
749631	species	2759|4890|147541|92860|683158|55170|749631	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Didymella|Didymella curtisii	0.0077		
277	species	2|1297|188787|68933|188786|65551|277	Bacteria|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Meiothermus|Meiothermus ruber	0.0000		
497735	species	2|1239|91061|1385|186822|55080|497735	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Brevibacillus|Brevibacillus panacihumi	0.0000		
399	species	2|1224|28211|356|82115|1525371|399	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Neorhizobium|Neorhizobium galegae	0.0000		
652017	species	2|201174|1760|85006|1268|57494|652017	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Nesterenkonia|Nesterenkonia sp. AN1	0.0000		
984	species	2|976|117747|200666|84566|84567|984	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter heparinus	0.0000		
43357	species	2|201174|1760|85010|2070|43356|43357	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kutzneria|Kutzneria albida	0.0000		
29449	species	2|1224|28211|356|82115|379|29449	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium etli	0.0000		
1711	species	2|201174|1760|85006|85016|1707|1711	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas|Cellulomonas flavigena	0.0000		
95641	species	2|1224|1236|135618|403|39773|95641	Bacteria|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylomicrobium|Methylomicrobium buryatense	0.0000		
345341	species	2|201174|1760|85010|2070|43356|345341	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kutzneria|Kutzneria sp. 744	0.0000		
1267981	species	2|201174|1760|85006|1268|1663|1267981	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. H20	0.2957		
89154	species	2|201174|1760|85007|1653|1716|89154	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium terpenotabidum	0.0000		
193000	species	2759|4890|147550|5114|5117|34399|193000	Eukaryota|Ascomycota|Sordariomycetes|Diaporthales|Valsaceae|Phomopsis|Phomopsis columnaris	0.0067		
208443	species	2|201174|1760|85010|2070|1813|208443	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis balhimycina	0.0000		
342948	species	2157|28890|183968|2258|2259|2263|342948	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus onnurineus	0.0000		
509635	species	2|976|117747|200666|84566|84567|509635	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. V48	0.0000		
307937	species	2759|4890|147550|5125|110618|1620264|307937	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Dactylonectria|Dactylonectria macrodidyma	0.0015		
1408	species	2|1239|91061|1385|186817|1386|1408	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus pumilus	0.0000		
1520	species	2|1239|186801|186802|31979|1485|1520	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii	0.0000		
551760	species	2|1224|28216|206389|75787|551759|551760	Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Aromatoleum|Aromatoleum aromaticum	0.0000		
1449076	species	2|1224|28211|204457|41297|13687|1449076	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas sp. UNC305MFCol5.2	0.0000		
899	species	2|1224|28221|213115|213116|898|899	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium|Desulfomicrobium baculatum	0.0000		
1519	species	2|1239|186801|186802|31979|1485|1519	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium tyrobutyricum	0.0000		
196914	species	2|201174|1760|85008|28056|1865|196914	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|Actinoplanes friuliensis	0.0152		
1901	species	2|201174|1760|85011|2062|1883|1901	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces clavuligerus	0.0000		
1407	species	2|1239|91061|1385|186817|1386|1407	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus psychrosaccharolyticus	0.0000		
529	species	2|1224|28211|356|118882|528|529	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Ochrobactrum|Ochrobactrum anthropi	0.0000		
1405	species	2|1239|91061|1385|186817|1386|1405	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus mycoides	0.0000		
912	species	2|1224|28211|356|41294|911|912	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Nitrobacter|Nitrobacter hamburgensis	0.0000		
1217720	species	2|1224|28211|204441|433|125216|1217720	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Roseomonas|Roseomonas sp. B5	0.0000		
85909	species	2759|4890|147541|92860|5020|55067|85909	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Phaeosphaeria|Phaeosphaeria eustoma	0.0098		
627192	species	2|1224|28211|204457|41297|165695|627192	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Sphingobium sp. SYK-6	0.0000		
1404244	species	2|201174|1760|85007|1653|1716|1404244	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium glyciniphilum	0.0000		
1231	species	2|1224|28216|32003|206379|35798|1231	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosospira|Nitrosospira multiformis	0.0000		
287986	species	2|201174|1760|85010|2070|1813|287986	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis rifamycinica	0.0000		
587753	species	2|1224|1236|72274|135621|286|587753	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas chlororaphis	0.0000		
309887	species	2|1297|188787|118964|183710|1298|309887	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus maricopensis	0.0000		
413479	species	2|1224|1236|1775403|568386|413435|413479	Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Sinobacteraceae|Solimonas|Solimonas soli	0.0417		
146826	species	2157|28890|183963|2235|2236|146825|146826	Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halorhabdus|Halorhabdus utahensis	0.0000		
384	species	2|1224|28211|356|82115|379|384	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium leguminosarum	1.0085		
667632	species	2|1224|28216|80840|119060|32008|667632	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. JPY347	0.0000		
53437	species	2|201174|1760|85012|83676|2013|53437	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis|Nocardiopsis alba	0.0000		
69328	species	2|1224|1236|72274|135621|286|69328	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. VLB120	0.0000		
1421	species	2|1239|91061|1385|186817|400634|1421	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus sphaericus	0.0000		
198730	species	2759|4890|147545|5042|28568|5094|198730	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Trichocomaceae|Talaromyces|Talaromyces verruculosus	0.0023		
27337	species	2759|4890|147550|1028384|1033978|1036719|27337	Eukaryota|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Verticillium|Verticillium dahliae	0.0058		
69222	species	2|1224|1236|91347|1903409|551|69222	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia mallotivora	0.0000		
160386	species	2|201174|1760|85007|1653|1716|160386	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium casei	0.0000		
218284	species	2|1239|91061|1385|186817|1386|218284	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus vietnamensis	0.0000		
5083	species	2759|4890|147545|5042|1131492|5073|5083	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Penicillium|Penicillium canescens	0.0003		
935543	species	2|1224|28216|80840|119060|32008|935543	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. WSM4176	0.0000		
1530123	species	2|1224|1236|72274|468|469|1530123	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter seifertii	0.0000		
870903	species	2|57723|204432|204433|204434|392733|870903	Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Terriglobus|Terriglobus saanensis	0.0000		
161493	species	2|1224|28221|29|1524215|161492|161493	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter dehalogenans	0.0000		
43759	species	2|201174|1760|85011|2062|1883|43759	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces wedmorensis	0.0000		
34	species	2|1224|28221|29|31|32|34	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Myxococcus|Myxococcus xanthus	0.0000		
225194	species	2|1224|28221|69541|213422|28231|225194	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Geobacter bemidjiensis	0.0000		
35725	species	2759|4890|147541|451869|45131|35724|35725	Eukaryota|Ascomycota|Dothideomycetes|Botryosphaeriales|Botryosphaeriaceae|Macrophomina|Macrophomina phaseolina	0.0375		
1663492	species	2759|4890|147548|5178|76657|101853|1663492	Eukaryota|Ascomycota|Leotiomycetes|Helotiales|Dermateaceae|Pezicula|Pezicula ericae	0.0028		
40324	species	2|1224|1236|135614|32033|40323|40324	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas maltophilia	0.0000		
798071	species	2759|4890|147541|92860|5020|798070|798071	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Paraphoma|Paraphoma chrysanthemicola	0.0059		
164546	species	2|1224|28216|80840|119060|106589|164546	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus taiwanensis	0.0000		
321846	species	2|1224|1236|72274|135621|286|321846	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas simiae	0.0000		
83554	species	2|204428|204429|51291|809|810|83554	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia psittaci	0.0000		
380174	species	2|1239|91061|1385|186822|329857|380174	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Cohnella|Cohnella laeviribosi	0.0000		
1406	species	2|1239|91061|1385|186822|44249|1406	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus polymyxa	0.0000		
435897	species	2|1224|1236|135614|32033|68|435897	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter capsici	0.0152		
232270	species	2|1239|91061|1385|186823|1502725|232270	Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Effusibacillus|Effusibacillus pohliae	0.0796		
185300	species	2|976|200643|171549|171551|346096|185300	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Paludibacter|Paludibacter propionicigenes	0.0000		
1860054	species	2759|4890|147550|5125|1667166|1860048|1860054	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Striaticonidium|Striaticonidium cinctum	0.0010		
758826	species	2|1224|28216|80840|80864|12916|758826	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax radicis	0.0000		
236814	species	2|976|117743|200644|49546|59732|236814	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium formosense	0.0000		
33205	species	2759|4890|147550|5125|110618|5506|33205	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium torulosum	0.0035		
66821	species	2|1224|29547|213849|72294|57665|66821	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum multivorans	0.0000		
1471	species	2|1239|91061|1385|186817|1386|1471	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus methanolicus	0.0000		
728056	species	2|976|117743|200644|49546|237|728056	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium oncorhynchi	0.0000		
119532	species	2|1117||1150|1892252|44471|119532	Bacteria|Cyanobacteria||Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus vaginatus	0.0000		
1038866	species	2|1224|28211|356|41294|374|1038866	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium sp. WSM2793	0.0000		
1267600	species	2|1224|1236|91347|1903409|53335|1267600	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. IMH	0.0000		
1312959	species	2|201174|1760|85006|1268|1663|1312959	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. H14	0.0000		
1927	species	2|201174|1760|85011|2062|1883|1927	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces rimosus	0.0000		
658062	species	2|57723|204432|204433|204434|658061|658062	Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Candidatus Koribacter|Candidatus Koribacter versatilis	0.0000		
316330	species	2|201174|1760|85012|2004|2005|316330	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Microbispora|Microbispora sp. ATCC PTA-5024	0.0000		
861299	species	2|142182|219685|219686|219687|1706036|861299	Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatirosa|Gemmatirosa kalamazoonesis	0.0000		
33072	species	2|1117|307596|307595|1890422|33071|33072	Bacteria|Cyanobacteria|Gloeobacteria|Gloeobacterales|Gloeobacteraceae|Gloeobacter|Gloeobacter violaceus	0.0000		
1202532	species	2|976|117743|200644|49546|237|1202532	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. F52	0.0000		
1312954	species	2|201174|1760|85006|1268|1663|1312954	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. Br18	0.0000		
1938	species	2|201174|1760|85011|2062|1883|1938	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces viridochromogenes	0.0000		
404589	species	2|1224|28221|29|1524215|161492|404589	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter sp. Fw109-5	0.0000		
84757	species	2|201174|1760|85006|125316|84756|84757	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Beutenbergiaceae|Beutenbergia|Beutenbergia cavernae	0.0000		
1731	species	2|1239|186801|186802|186804|1481960|1731	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoclostridium|Peptoclostridium acidaminophilum	0.0000		
220686	species	2|1239|91061|1385|186817|1386|220686	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus vireti	0.0000		
1215089	species	2|1239|91061|1385|186818|1372|1215089	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus halocryophilus	0.0000		
684949	species	2|1297|188787|118964|183710|1298|684949	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus sp. 2009	0.0000		
64609	species	2759|4890|147550|5125|110618|1079112|64609	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Ilyonectria|Ilyonectria destructans	0.0252		
1341165	species	2|976|117743|200644|49546|237|1341165	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium enshiense	0.6066		
46914	species	2|1224|28211|356|45401|46913|46914	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia|Devosia riboflavina	0.1327		
280754	species	2759|4890|147550|5125|34397|243023|280754	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Pochonia|Pochonia chlamydosporia	0.0075		
1144343	species	2|1224|28211|356|69277|28100|1144343	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium|Phyllobacterium sp. YR531	0.0000		
45202	species	||||||45202	||||||unidentified plasmid	12.2424		
1505	species	2|1239|186801|186802|186804|1849828|1505	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Paeniclostridium|Paeniclostridium sordellii	0.0000		
1435036	species	2|1224|1236|72274|468|469|1435036	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter bohemicus	0.0000		
155077	species	2|1224|1236|1706369|1706371|10|155077	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|Cellvibrio japonicus	0.0038		
1882774	species	2|1224|28216|80840|80864|34072|1882774	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax sp. CF079	0.0926		
309886	species	2|1297|188787|118964|183710|1298|309886	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus apachensis	0.0000		
913	species	2|1224|28211|356|41294|911|913	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Nitrobacter|Nitrobacter winogradskyi	0.5902		
34073	species	2|1224|28216|80840|80864|34072|34073	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax paradoxus	0.1692		
465806	species	2759|4890|147550|5125|110618|1620264|465806	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Dactylonectria|Dactylonectria pauciseptata	0.0018		
113565	species	2|201174|1760|85008|28056|1865|113565	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|Actinoplanes globisporus	0.0000		
48865	species	2759|4890|147550|5125|110618|5506|48865	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium redolens	0.0000		
1736315	species	2|1224|28216|80840|80864|747294|1736315	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pseudorhodoferax|Pseudorhodoferax sp. Leaf265	0.0000		
1639108	species	2|1224|1236|91347|1903411|1745211|1639108	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Chania|Chania multitudinisentens	0.0000		
358766	species	2157|28890|224756|2191|1198451|395331|358766	Archaea|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanoregulaceae|Methanoregula|Methanoregula boonei	0.0000		
588932	species	2|1224|28211|204458|76892|41275|588932	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas naejangsanensis	0.0000		
1861	species	2|201174|1760|1643682|85030|1860|1861	Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Geodermatophilus|Geodermatophilus obscurus	0.0000		
400776	species	2|1239|91061|1385|186822|329857|400776	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Cohnella|Cohnella panacarvi	0.0000		
1804	species	2|201174|1760|85007|1762|1763|1804	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium gilvum	0.0076		
796325	species	2759|4890|147550|1028384|1033978|398412|796325	Eukaryota|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Gibellulopsis|Gibellulopsis nigrescens	0.0763		
199596	species	2|1224|28211|356|45404|120652|199596	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae|Methylocella|Methylocella silvestris	0.0379		
53461	species	2|201174|1760|1643684|85031|53460|53461	Bacteria|Actinobacteria|Actinobacteria|Nakamurellales|Nakamurellaceae|Nakamurella|Nakamurella multipartita	0.0000		
443143	species	2|1224|28221|69541|213422|28231|443143	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Geobacter sp. M18	0.0000		
1911	species	2|201174|1760|85011|2062|1883|1911	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces griseus	0.0531		
129052	species	2|201174|1760|85008|28056|1121253|129052	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catelliglobosispora|Catelliglobosispora koreensis	0.0417		
1206777	species	2|1224|1236|72274|135621|286|1206777	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. Lz4W	0.0000		
63577	species	2759|4890|147550|5125|5129|5543|63577	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Trichoderma|Trichoderma atroviride	0.0062		
421072	species	2|976|117743|200644|49546|59732|421072	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium halperniae	0.0000		
11	species	2|201174|1760|85006|85016|1707|11	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas|Cellulomonas gilvus	0.0000		
1990	species	2|201174|1760|85012|2012|1988|1990	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Actinomadura|Actinomadura atramentaria	0.0038		
337191	species	2|201174|1760|85007|85026|2053|337191	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Gordoniaceae|Gordonia|Gordonia sp. KTR9	0.0000		
887101	species	2759|4890|147541|134362|452563|5498|887101	Eukaryota|Ascomycota|Dothideomycetes|Capnodiales|Cladosporiaceae|Cladosporium|Cladosporium rectoides	0.0073		
1226757	species	2|201174|1760|85011|2062|1883|1226757	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces rapamycinicus	0.0000		
47879	species	2|1224|1236|72274|135621|286|47879	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas corrugata	0.0000		
591158	species	2|201174|1760|85011|2062|1883|591158	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. AA4	0.0000		
1410620	species	2|1224|28211|356|82115|323620|1410620	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Shinella|Shinella sp. DD12	0.0000		
526067	species	2|201174|1760|85014|85034|651553|526067	Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae|Haloglycomyces|Haloglycomyces albus	0.0000		
402650	species	2|201174|1760|85010|2070|402649|402650	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinomycetospora|Actinomycetospora chiangmaiensis	0.0000		
311230	species	2|1224|28216|80840|119060|1822464|311230	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia terrae	0.2957		
361575	species	2|201174|1760|85006|1268|1742993|361575	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Pseudarthrobacter|Pseudarthrobacter phenanthrenivorans	0.0076		
